order_id,date,product_id,product_name,category,region,quantity_sold,unit_price,discount_pct,sales_rep
ORD00024,2026-04-20 09:47:02.645720,P052,Product_52,Electronics,North,9,7531.45,10.0,Sneha
ORD00025,2026-03-27 09:47:02.645720,P099,Product_99,Home,Central,12,3083.24,15.0,Sneha
ORD00026,2026-04-19 09:47:02.645720,P054,Product_54,Home,West,12,5309.61,0.0,Rahul
ORD00027,2026-04-15 09:47:02.645720,P035,Product_35,Sports,East,5,8085.11,10.0,Vikas
ORD00028,2026-04-25 09:47:02.645720,P011,Product_11,Electronics,East,17,1548.14,15.0,Vikas
ORD00029,2026-03-18 09:47:02.645720,P005,Product_5,Electronics,North,4,6711.36,5.0,Priya
ORD00030,2026-03-24 09:47:02.645720,P041,Product_41,Home,East,2,9546.58,,Rahul
ORD00031,2026-05-23 09:47:02.645720,P054,Product_54,Home,South,-16,1709.26,10.0,Vikas
ORD00032,2026-03-27 09:47:02.645720,P029,Product_29,Home,West,9,5506.77,5.0,Sneha
ORD00033,2026-04-12 09:47:02.645720,P019,Product_19,Home,West,14,3158.61,10.0,Amit
ORD00034,2026-05-03 09:47:02.645720,P087,Product_87,Fashion,West,4,9516.23,10.0,Vikas
ORD00035,2026-04-06 09:47:02.645720,P090,Product_90,Fashion,East,8,3691.33,5.0,Priya
ORD00036,2026-04-18 09:47:02.645720,P071,Product_71,Electronics,North,-19,6685.27,10.0,Vikas
ORD00037,2026-04-22 09:47:02.645720,P090,Product_90,Fashion,South,11,6900.89,,Vikas
ORD00038,2026-04-16 09:47:02.645720,P090,Product_90,Fashion,South,11,1058.49,5.0,Sneha
ORD00039,2026-05-25 09:47:02.645720,P002,Product_2,Electronics,South,4,1059.15,10.0,Anjali
ORD00040,2026-05-28 09:47:02.645720,P074,Product_74,Electronics,West,2,3336.13,5.0,Anjali
ORD00041,2026-03-11 09:47:02.645720,P049,Product_49,Home,South,5,3502.72,,Rahul
ORD00042,2026-06-04 09:47:02.645720,P024,Product_24,Sports,North,19,4294.27,,Vikas
ORD00043,2026-05-29 09:47:02.645720,P086,Product_86,Home,East,15,355.28,0.0,Amit
ORD00044,2026-04-24 09:47:02.645720,P009,Product_9,Home,West,11,7553.73,0.0,Priya
ORD00045,2026-04-03 09:47:02.645720,P042,Product_42,Home,North,6,9558.12,10.0,Rahul
ORD00046,2026-03-17 09:47:02.645720,P084,Product_84,Sports,East,5,7505.02,15.0,Priya
ORD00047,2026-04-17 09:47:02.645720,P009,Product_9,Home,South,8,4394.17,10.0,Priya
ORD00048,2026-06-07 09:47:02.645720,P071,Product_71,Electronics,Central,6,3879.93,0.0,Vikas
ORD00049,2026-05-08 09:47:02.645720,P031,Product_31,Sports,West,19,7855.05,5.0,Priya
ORD00050,2026-03-11 09:47:02.645720,P055,Product_55,Fashion,Central,5,3621.71,15.0,Anjali
ORD00051,2026-04-16 09:47:02.645720,P062,Product_62,Electronics,East,4,2781.68,,Amit
ORD00052,2026-04-05 09:47:02.645720,P058,Product_58,Sports,South,8,815.82,15.0,Amit
ORD00053,2026-04-27 09:47:02.645720,P061,Product_61,Sports,North,7,9232.92,5.0,Vikas
ORD00054,2026-06-01 09:47:02.645720,P078,Product_78,Fashion,South,3,9969.84,10.0,Priya
ORD00055,2026-04-09 09:47:02.645720,P030,Product_30,Fashion,East,9,3723.83,5.0,Priya
ORD00056,2026-06-02 09:47:02.645720,P081,Product_81,Home,Central,12,3947.29,10.0,Amit
ORD00057,2026-05-17 09:47:02.645720,P071,Product_71,Electronics,East,2,1806.25,,Vikas
ORD00058,2026-05-12 09:47:02.645720,P082,Product_82,Sports,Central,6,7213.27,10.0,Rahul
ORD00059,2026-05-04 09:47:02.645720,P034,Product_34,Electronics,Central,20,9034.84,0.0,Priya
ORD00060,2026-04-17 09:47:02.645720,P067,Product_67,Home,North,3,4032.63,10.0,Sneha
ORD00061,2026-06-08 09:47:02.645720,P060,Product_60,Fashion,Central,20,5106.16,,Rahul
ORD00062,2026-04-11 09:47:02.645720,P058,Product_58,Sports,Central,5,4929.31,15.0,Vikas
ORD00063,2026-04-17 09:47:02.645720,P073,Product_73,Electronics,West,11,4469.45,,Priya
ORD00064,2026-05-21 09:47:02.645720,P099,Product_99,Home,West,8,1633.99,5.0,Rahul
ORD00065,2026-05-01 09:47:02.645720,P004,Product_4,Electronics,West,8,1644.95,0.0,Amit
ORD00066,2026-06-02 09:47:02.645720,P016,Product_16,Fashion,West,17,1988.93,15.0,Sneha
ORD00067,2026-03-24 09:47:02.645720,P075,Product_75,Electronics,Central,13,2890.73,,Sneha
ORD00068,2026-04-27 09:47:02.645720,P055,Product_55,Fashion,East,16,2621.66,10.0,Rahul
ORD00069,2026-04-15 09:47:02.645720,P074,Product_74,Electronics,South,13,3247.73,0.0,Vikas
ORD00070,2026-04-22 09:47:02.645720,P094,Product_94,Electronics,South,9,3451.77,10.0,Vikas
ORD00071,2026-05-09 09:47:02.645720,P029,Product_29,Home,South,17,8549.39,5.0,Rahul
ORD00072,2026-03-21 09:47:02.645720,P080,Product_80,Home,Central,17,9172.14,15.0,Anjali
ORD00073,2026-03-27 09:47:02.645720,P099,Product_99,Home,South,5,9753.65,15.0,Priya
ORD00074,2026-05-20 09:47:02.645720,P093,Product_93,Home,East,18,3344.15,15.0,Vikas
ORD00075,2026-04-12 09:47:02.645720,P092,Product_92,Electronics,East,17,9031.45,,Anjali
ORD00076,2026-04-03 09:47:02.645720,P076,Product_76,Electronics,Central,3,4446.06,15.0,Amit
ORD00077,2026-03-13 09:47:02.645720,P060,Product_60,Fashion,North,16,2546.57,15.0,Priya
ORD00078,2026-05-15 09:47:02.645720,P008,Product_8,Fashion,East,6,7947.84,15.0,Sneha
ORD00079,2026-05-04 09:47:02.645720,P043,Product_43,Home,South,1,7416.13,,Vikas
ORD00080,2026-03-16 09:47:02.645720,P033,Product_33,Home,North,19,3337.32,5.0,Amit
ORD00081,2026-04-11 09:47:02.645720,P049,Product_49,Home,East,14,7130.28,,Priya
ORD00082,2026-05-07 09:47:02.645720,P002,Product_2,Electronics,West,4,4810.38,15.0,Sneha
ORD00083,2026-05-18 09:47:02.645720,P062,Product_62,Electronics,West,18,2170.09,10.0,Anjali
ORD00084,2026-04-28 09:47:02.645720,P078,Product_78,Fashion,West,6,361.73,5.0,Priya
ORD00085,2026-03-26 09:47:02.645720,P088,Product_88,Electronics,South,13,6489.26,5.0,Vikas
ORD00086,2026-05-17 09:47:02.645720,P067,Product_67,Home,Central,4,4602.14,15.0,Vikas
ORD00087,2026-03-31 09:47:02.645720,P023,Product_23,Sports,East,3,7346.33,0.0,Amit
ORD00088,2026-06-03 09:47:02.645720,P091,Product_91,Home,Central,6,9453.05,15.0,Rahul
ORD00089,2026-04-15 09:47:02.645720,P074,Product_74,Electronics,East,2,3343.95,5.0,Rahul
ORD00090,2026-06-01 09:47:02.645720,P040,Product_40,Sports,West,13,893.61,0.0,Priya
ORD00091,2026-04-10 09:47:02.645720,P042,Product_42,Home,North,9,6970.75,15.0,Anjali
ORD00092,2026-04-15 09:47:02.645720,P004,Product_4,Electronics,East,15,7944.79,0.0,Priya
ORD00093,2026-05-31 09:47:02.645720,P009,Product_9,Home,West,17,2193.45,10.0,Amit
ORD00094,2026-05-22 09:47:02.645720,P009,Product_9,Home,West,13,2177.71,0.0,Rahul
ORD00095,2026-05-17 09:47:02.645720,P002,Product_2,Electronics,North,7,7518.02,10.0,Anjali
ORD00096,2026-06-03 09:47:02.645720,P040,Product_40,Sports,East,20,9178.32,0.0,Sneha
ORD00097,2026-03-21 09:47:02.645720,P015,Product_15,Fashion,North,1,7409.12,,Sneha
ORD00098,2026-04-29 09:47:02.645720,P071,Product_71,Electronics,West,19,1582.95,,Anjali
ORD00099,2026-03-20 09:47:02.645720,P015,Product_15,Fashion,Central,13,457.96,5.0,Rahul
ORD00100,2026-03-24 09:47:02.645720,P055,Product_55,Fashion,South,-11,1126.85,5.0,Amit
ORD00101,2026-03-20 09:47:02.645720,P042,Product_42,Home,West,8,5374.45,0.0,Anjali
ORD00102,2026-03-16 09:47:02.645720,P086,Product_86,Home,North,10,2023.41,10.0,Priya
ORD00103,2026-05-28 09:47:02.645720,P050,Product_50,Fashion,South,3,9676.13,5.0,Rahul
ORD00104,2026-03-30 09:47:02.645720,P063,Product_63,Electronics,South,15,9354.46,,Sneha
ORD00105,2026-05-07 09:47:02.645720,P038,Product_38,Fashion,Central,3,3247.95,15.0,Amit
ORD00106,2026-04-01 09:47:02.645720,P072,Product_72,Fashion,East,13,7423.74,0.0,Anjali
ORD00107,2026-05-18 09:47:02.645720,P052,Product_52,Electronics,South,13,6577.62,15.0,Priya
ORD00108,2026-05-26 09:47:02.645720,P010,Product_10,Sports,East,20,3655.18,5.0,Sneha
ORD00109,2026-06-06 09:47:02.645720,P100,Product_100,Home,Central,8,628.84,5.0,Anjali
ORD00110,2026-05-18 09:47:02.645720,P081,Product_81,Home,North,6,2698.12,15.0,Anjali
ORD00111,2026-05-02 09:47:02.645720,P015,Product_15,Fashion,East,10,1202.09,5.0,Rahul
ORD00112,2026-05-25 09:47:02.645720,P057,Product_57,Fashion,South,10,1175.99,10.0,Rahul
ORD00113,2026-05-05 09:47:02.645720,P091,Product_91,Home,South,7,4034.9,,Amit
ORD00114,2026-05-26 09:47:02.645720,P082,Product_82,Sports,South,20,4550.41,10.0,Sneha
ORD00115,2026-03-29 09:47:02.645720,P025,Product_25,Fashion,South,1,1429.93,5.0,Priya
ORD00116,2026-05-11 09:47:02.645720,P032,Product_32,Sports,North,1,1003.41,0.0,Rahul
ORD00117,2026-05-16 09:47:02.645720,P059,Product_59,Sports,East,10,6184.23,5.0,Amit
ORD00118,2026-05-17 09:47:02.645720,P028,Product_28,Electronics,West,12,9478.45,15.0,Amit
ORD00119,2026-04-29 09:47:02.645720,P076,Product_76,Electronics,Central,14,6942.27,15.0,Amit
ORD00120,2026-04-07 09:47:02.645720,P085,Product_85,Fashion,South,8,9339.07,5.0,Rahul
ORD00121,2026-03-28 09:47:02.645720,P073,Product_73,Electronics,West,13,2323.2,10.0,Priya
ORD00122,2026-04-13 09:47:02.645720,P095,Product_95,Home,South,9,2952.33,,Priya
ORD00123,2026-04-08 09:47:02.645720,P023,Product_23,Sports,Central,10,3523.24,5.0,Vikas
ORD00124,2026-03-25 09:47:02.645720,P012,Product_12,Home,East,11,2360.57,0.0,Rahul
ORD00125,2026-05-21 09:47:02.645720,P027,Product_27,Electronics,Central,3,5677.9,,Vikas
ORD00126,2026-05-07 09:47:02.645720,P023,Product_23,Sports,Central,12,9143.53,15.0,Rahul
ORD00127,2026-03-22 09:47:02.645720,P082,Product_82,Sports,West,1,8448.36,15.0,Priya
ORD00128,2026-05-23 09:47:02.645720,P042,Product_42,Home,East,15,8054.99,15.0,Anjali
ORD00129,2026-04-11 09:47:02.645720,P091,Product_91,Home,West,15,8944.88,15.0,Vikas
ORD00130,2026-05-12 09:47:02.645720,P043,Product_43,Home,West,-11,5481.49,,Amit
ORD00131,2026-04-22 09:47:02.645720,P080,Product_80,Home,East,11,1796.79,10.0,Priya
ORD00132,2026-03-21 09:47:02.645720,P009,Product_9,Home,East,16,351.94,15.0,Sneha
ORD00133,2026-04-09 09:47:02.645720,P085,Product_85,Fashion,East,16,5197.41,15.0,Anjali
ORD00134,2026-04-25 09:47:02.645720,P022,Product_22,Fashion,South,6,8956.74,0.0,Sneha
ORD00135,2026-04-22 09:47:02.645720,P003,Product_3,Home,North,13,4117.24,15.0,Sneha
ORD00136,2026-03-13 09:47:02.645720,P051,Product_51,Home,Central,6,3135.37,,Rahul
ORD00137,2026-05-05 09:47:02.645720,P037,Product_37,Fashion,North,3,9826.61,5.0,Priya
ORD00138,2026-03-20 09:47:02.645720,P016,Product_16,Fashion,West,17,3488.1,0.0,Sneha
ORD00139,2026-03-11 09:47:02.645720,P098,Product_98,Electronics,South,5,3645.73,5.0,Rahul
ORD00140,2026-04-06 09:47:02.645720,P064,Product_64,Sports,South,1,3114.64,5.0,Anjali
ORD00141,2026-05-24 09:47:02.645720,P044,Product_44,Electronics,South,6,3610.36,10.0,Vikas
ORD00142,2026-03-15 09:47:02.645720,P016,Product_16,Fashion,South,14,5448.2,,Anjali
ORD00143,2026-04-01 09:47:02.645720,P057,Product_57,Fashion,Central,7,1588.4,5.0,Rahul
ORD00144,2026-03-27 09:47:02.645720,P046,Product_46,Fashion,North,6,5815.17,15.0,Amit
ORD00145,2026-05-11 09:47:02.645720,P016,Product_16,Fashion,East,11,284.27,0.0,Sneha
ORD00146,2026-05-08 09:47:02.645720,P004,Product_4,Electronics,Central,10,469.31,15.0,Anjali
ORD00147,2026-05-19 09:47:02.645720,P002,Product_2,Electronics,South,1,8508.42,10.0,Priya
ORD00148,2026-05-02 09:47:02.645720,P041,Product_41,Home,West,3,3829.95,0.0,Sneha
ORD00149,2026-05-18 09:47:02.645720,P024,Product_24,Sports,East,8,1951.66,,Sneha
ORD00150,2026-04-08 09:47:02.645720,P033,Product_33,Home,South,7,9467.38,0.0,Anjali
ORD00151,2026-05-30 09:47:02.645720,P049,Product_49,Home,North,19,1303.68,,Anjali
ORD00152,2026-04-14 09:47:02.645720,P058,Product_58,Sports,East,9,6479.0,15.0,Vikas
ORD00153,2026-04-04 09:47:02.645720,P083,Product_83,Electronics,East,14,2630.17,,Anjali
ORD00154,2026-04-10 09:47:02.645720,P018,Product_18,Home,West,17,1862.18,,Priya
ORD00155,2026-03-20 09:47:02.645720,P059,Product_59,Sports,West,20,2571.47,10.0,Amit
ORD00156,2026-05-08 09:47:02.645720,P094,Product_94,Electronics,North,9,7183.81,10.0,Vikas
ORD00157,2026-05-06 09:47:02.645720,P049,Product_49,Home,Central,6,992.48,0.0,Sneha
ORD00158,2026-05-17 09:47:02.645720,P086,Product_86,Home,East,3,1138.76,0.0,Priya
ORD00159,2026-03-31 09:47:02.645720,P075,Product_75,Electronics,South,13,3022.51,,Amit
ORD00160,2026-05-22 09:47:02.645720,P075,Product_75,Electronics,North,9,8078.79,,Vikas
ORD00161,2026-04-22 09:47:02.645720,P087,Product_87,Fashion,East,13,2344.94,,Priya
ORD00162,2026-03-22 09:47:02.645720,P052,Product_52,Electronics,East,11,5699.16,15.0,Vikas
ORD00163,2026-04-04 09:47:02.645720,P080,Product_80,Home,South,4,290.52,5.0,Amit
ORD00164,2026-04-24 09:47:02.645720,P072,Product_72,Fashion,East,10,9609.15,,Priya
ORD00165,2026-04-20 09:47:02.645720,P090,Product_90,Fashion,Central,3,6718.38,5.0,Vikas
ORD00166,2026-05-24 09:47:02.645720,P066,Product_66,Fashion,East,2,1808.25,0.0,Amit
ORD00167,2026-05-19 09:47:02.645720,P053,Product_53,Sports,Central,15,3889.44,10.0,Priya
ORD00168,2026-05-05 09:47:02.645720,P077,Product_77,Home,North,12,240.04,,Sneha
ORD00169,2026-05-20 09:47:02.645720,P043,Product_43,Home,Central,15,4699.13,15.0,Priya
ORD00170,2026-03-13 09:47:02.645720,P020,Product_20,Sports,Central,3,6209.61,15.0,Amit
ORD00171,2026-05-22 09:47:02.645720,P003,Product_3,Home,East,10,897.29,5.0,Rahul
ORD00172,2026-03-27 09:47:02.645720,P061,Product_61,Sports,South,-20,4492.12,5.0,Vikas
ORD00173,2026-03-30 09:47:02.645720,P042,Product_42,Home,West,11,4391.17,15.0,Anjali
ORD00174,2026-04-03 09:47:02.645720,P091,Product_91,Home,North,6,221.21,5.0,Sneha
ORD00175,2026-05-27 09:47:02.645720,P082,Product_82,Sports,West,13,3733.31,0.0,Vikas
ORD00176,2026-03-11 09:47:02.645720,P078,Product_78,Fashion,East,-19,6599.78,15.0,Anjali
ORD00177,2026-05-27 09:47:02.645720,P063,Product_63,Electronics,East,13,2668.56,15.0,Rahul
ORD00178,2026-05-08 09:47:02.645720,P086,Product_86,Home,North,1,6725.09,,Vikas
ORD00179,2026-05-03 09:47:02.645720,P078,Product_78,Fashion,North,6,4828.33,5.0,Priya
ORD00180,2026-03-19 09:47:02.645720,P091,Product_91,Home,North,5,3857.69,5.0,Amit
ORD00181,2026-05-12 09:47:02.645720,P028,Product_28,Electronics,North,2,9152.01,15.0,Amit
ORD00182,2026-04-12 09:47:02.645720,P058,Product_58,Sports,East,15,7788.1,5.0,Sneha
ORD00183,2026-05-23 09:47:02.645720,P099,Product_99,Home,East,20,1851.25,10.0,Sneha
ORD00184,2026-05-21 09:47:02.645720,P001,Product_1,Fashion,Central,7,6413.84,5.0,Anjali
ORD00185,2026-04-20 09:47:02.645720,P093,Product_93,Home,Central,15,2393.1,10.0,Anjali
ORD00186,2026-04-16 09:47:02.645720,P099,Product_99,Home,South,17,200.95,0.0,Priya
ORD00187,2026-06-09 09:47:02.645720,P067,Product_67,Home,South,14,2638.4,10.0,Rahul
ORD00188,2026-03-29 09:47:02.645720,P094,Product_94,Electronics,North,8,3147.45,,Rahul
ORD00189,2026-04-15 09:47:02.645720,P079,Product_79,Electronics,South,20,6023.97,15.0,Sneha
ORD00190,2026-05-31 09:47:02.645720,P083,Product_83,Electronics,West,10,5634.04,5.0,Vikas
ORD00191,2026-04-11 09:47:02.645720,P082,Product_82,Sports,West,10,1626.51,10.0,Sneha
ORD00192,2026-06-07 09:47:02.645720,P084,Product_84,Sports,Central,15,9355.16,5.0,Amit
ORD00193,2026-05-18 09:47:02.645720,P001,Product_1,Fashion,North,15,8755.51,5.0,Anjali
ORD00194,2026-06-05 09:47:02.645720,P030,Product_30,Fashion,Central,14,7711.18,5.0,Amit
ORD00195,2026-03-12 09:47:02.645720,P024,Product_24,Sports,South,10,2917.3,5.0,Sneha
ORD00196,2026-06-07 09:47:02.645720,P012,Product_12,Home,Central,1,8397.84,10.0,Anjali
ORD00197,2026-04-07 09:47:02.645720,P096,Product_96,Home,East,5,3112.53,15.0,Amit
ORD00198,2026-03-16 09:47:02.645720,P095,Product_95,Home,South,14,5458.9,10.0,Vikas
ORD00199,2026-05-31 09:47:02.645720,P003,Product_3,Home,West,11,8778.43,15.0,Anjali
ORD00200,2026-04-05 09:47:02.645720,P014,Product_14,Electronics,North,13,7377.59,15.0,Priya
ORD00201,2026-06-05 09:47:02.645720,P084,Product_84,Sports,South,13,5929.89,5.0,Priya
ORD00202,2026-04-28 09:47:02.645720,P099,Product_99,Home,North,20,2530.03,15.0,Sneha
ORD00203,2026-05-12 09:47:02.645720,P033,Product_33,Home,West,13,8664.27,0.0,Amit
ORD00204,2026-04-24 09:47:02.645720,P009,Product_9,Home,North,7,4943.52,0.0,Vikas
ORD00205,2026-04-30 09:47:02.645720,P062,Product_62,Electronics,South,8,8004.27,,Anjali
ORD00206,2026-04-04 09:47:02.645720,P083,Product_83,Electronics,North,11,4719.07,10.0,Sneha
ORD00207,2026-05-30 09:47:02.645720,P051,Product_51,Home,North,6,501.97,15.0,Priya
ORD00208,2026-04-07 09:47:02.645720,P076,Product_76,Electronics,South,3,4327.1,15.0,Sneha
ORD00209,2026-04-12 09:47:02.645720,P090,Product_90,Fashion,West,-9,5079.19,0.0,Anjali
ORD00210,2026-04-05 09:47:02.645720,P064,Product_64,Sports,East,8,6232.18,10.0,Anjali
ORD00211,2026-04-03 09:47:02.645720,P005,Product_5,Electronics,North,17,964.97,,Priya
ORD00212,2026-03-19 09:47:02.645720,P100,Product_100,Home,East,9,9683.03,,Sneha
ORD00213,2026-05-29 09:47:02.645720,P059,Product_59,Sports,Central,5,7136.97,10.0,Amit
ORD00214,2026-05-04 09:47:02.645720,P003,Product_3,Home,West,3,4547.47,10.0,Vikas
ORD00215,2026-05-14 09:47:02.645720,P098,Product_98,Electronics,Central,14,8915.75,10.0,Rahul
ORD00216,2026-05-15 09:47:02.645720,P073,Product_73,Electronics,East,5,3392.7,15.0,Anjali
ORD00217,2026-05-04 09:47:02.645720,P081,Product_81,Home,Central,11,4872.14,,Anjali
ORD00218,2026-05-26 09:47:02.645720,P007,Product_7,Home,Central,2,2556.97,10.0,Amit
ORD00219,2026-06-04 09:47:02.645720,P079,Product_79,Electronics,West,6,5686.83,,Rahul
ORD00220,2026-03-21 09:47:02.645720,P016,Product_16,Fashion,South,18,3568.02,,Sneha
ORD00221,2026-04-25 09:47:02.645720,P072,Product_72,Fashion,Central,13,5892.87,5.0,Priya
ORD00222,2026-05-20 09:47:02.645720,P032,Product_32,Sports,West,3,4876.41,5.0,Vikas
ORD00223,2026-03-17 09:47:02.645720,P004,Product_4,Electronics,Central,10,6336.13,5.0,Priya
ORD00224,2026-03-26 09:47:02.645720,P096,Product_96,Home,West,20,4965.0,15.0,Amit
ORD00225,2026-04-16 09:47:02.645720,P004,Product_4,Electronics,South,16,4904.73,5.0,Priya
ORD00226,2026-04-19 09:47:02.645720,P058,Product_58,Sports,South,20,4614.53,,Rahul
ORD00227,2026-04-05 09:47:02.645720,P048,Product_48,Electronics,South,11,1151.78,0.0,Anjali
ORD00228,2026-05-12 09:47:02.645720,P090,Product_90,Fashion,West,16,7846.97,,Anjali
ORD00229,2026-06-08 09:47:02.645720,P090,Product_90,Fashion,South,19,4875.85,,Priya
ORD00230,2026-05-01 09:47:02.645720,P029,Product_29,Home,South,10,5371.89,0.0,Amit
ORD00231,2026-04-04 09:47:02.645720,P062,Product_62,Electronics,South,18,6867.94,10.0,Sneha
ORD00232,2026-03-16 09:47:02.645720,P042,Product_42,Home,North,14,421.1,5.0,Rahul
ORD00233,2026-06-06 09:47:02.645720,P094,Product_94,Electronics,South,8,3710.67,,Anjali
ORD00234,2026-03-21 09:47:02.645720,P024,Product_24,Sports,West,16,3263.55,5.0,Rahul
ORD00235,2026-03-30 09:47:02.645720,P083,Product_83,Electronics,South,5,9825.03,,Anjali
ORD00236,2026-06-07 09:47:02.645720,P034,Product_34,Electronics,East,7,2956.1,15.0,Rahul
ORD00237,2026-04-18 09:47:02.645720,P033,Product_33,Home,Central,2,6175.25,,Rahul
ORD00238,2026-03-22 09:47:02.645720,P001,Product_1,Fashion,Central,19,8510.2,5.0,Anjali
ORD00239,2026-05-17 09:47:02.645720,P048,Product_48,Electronics,East,13,2313.11,,Vikas
ORD00240,2026-06-08 09:47:02.645720,P044,Product_44,Electronics,East,20,5503.81,0.0,Rahul
ORD00241,2026-05-19 09:47:02.645720,P097,Product_97,Home,North,3,9083.07,15.0,Amit
ORD00242,2026-05-25 09:47:02.645720,P072,Product_72,Fashion,South,18,7362.77,0.0,Anjali
ORD00243,2026-03-20 09:47:02.645720,P017,Product_17,Sports,South,16,3958.43,15.0,Rahul
ORD00244,2026-05-14 09:47:02.645720,P075,Product_75,Electronics,North,16,6178.69,0.0,Sneha
ORD00245,2026-03-23 09:47:02.645720,P047,Product_47,Electronics,South,12,4888.07,15.0,Amit
ORD00246,2026-05-07 09:47:02.645720,P066,Product_66,Fashion,North,6,6823.67,,Anjali
ORD00247,2026-05-28 09:47:02.645720,P053,Product_53,Sports,Central,8,5950.7,5.0,Anjali
ORD00248,2026-06-04 09:47:02.645720,P060,Product_60,Fashion,South,17,887.69,,Anjali
ORD00249,2026-05-13 09:47:02.645720,P085,Product_85,Fashion,Central,4,9361.32,5.0,Vikas
ORD00250,2026-05-05 09:47:02.645720,P011,Product_11,Electronics,Central,16,8841.16,,Rahul
ORD00251,2026-03-25 09:47:02.645720,P072,Product_72,Fashion,North,9,8676.77,15.0,Anjali
ORD00252,2026-05-28 09:47:02.645720,P031,Product_31,Sports,West,13,5405.87,5.0,Priya
ORD00253,2026-04-08 09:47:02.645720,P007,Product_7,Home,South,2,3042.12,15.0,Sneha
ORD00254,2026-03-18 09:47:02.645720,P057,Product_57,Fashion,South,13,6317.27,,Amit
ORD00255,2026-03-11 09:47:02.645720,P089,Product_89,Fashion,East,2,4723.94,15.0,Rahul
ORD00256,2026-04-04 09:47:02.645720,P088,Product_88,Electronics,North,10,9023.24,0.0,Vikas
ORD00257,2026-05-25 09:47:02.645720,P069,Product_69,Fashion,West,19,8362.86,5.0,Priya
ORD00258,2026-04-07 09:47:02.645720,P034,Product_34,Electronics,North,5,464.54,5.0,Sneha
ORD00259,2026-05-19 09:47:02.645720,P057,Product_57,Fashion,North,7,5256.63,,Anjali
ORD00260,2026-04-25 09:47:02.645720,P002,Product_2,Electronics,Central,14,7405.35,15.0,Priya
ORD00261,2026-03-20 09:47:02.645720,P007,Product_7,Home,South,4,6518.86,,Sneha
ORD00262,2026-05-20 09:47:02.645720,P004,Product_4,Electronics,East,10,1829.19,,Priya
ORD00263,2026-04-06 09:47:02.645720,P044,Product_44,Electronics,Central,3,6921.17,0.0,Amit
ORD00264,2026-05-05 09:47:02.645720,P005,Product_5,Electronics,North,4,2020.61,10.0,Amit
ORD00265,2026-06-06 09:47:02.645720,P046,Product_46,Fashion,South,10,7161.51,5.0,Amit
ORD00266,2026-06-05 09:47:02.645720,P084,Product_84,Sports,South,-2,4393.39,15.0,Amit
ORD00267,2026-05-29 09:47:02.645720,P011,Product_11,Electronics,West,6,7466.0,0.0,Priya
ORD00268,2026-05-07 09:47:02.645720,P010,Product_10,Sports,West,18,2573.59,5.0,Amit
ORD00269,2026-03-17 09:47:02.645720,P018,Product_18,Home,South,19,7186.27,15.0,Rahul
ORD00270,2026-04-30 09:47:02.645720,P079,Product_79,Electronics,West,20,2776.47,,Anjali
